sent,sentruby,level
５Ｇは、今までより速く大きなデータを送ることができるサービスです。,５Ｇは、今(いま)までより速(はや)く大(おお)きなデータを送(おく)ることができるサービスです。,4.2
スマートフォンのための５Ｇのサービスは、アメリカと韓国の会社が今月始めました。,スマートフォンのための５Ｇのサービスは、アメリカと韓国(かんこく)の会社(かいしゃ)が今月(こんげつ)始(はじ)めました。,4.3
ブラックホールはとても強い力で光や電波を吸い込むため、見ることができません。,ブラックホールはとても強(つよ)い力(ちから)で光(ひかり)や電波(でんぱ)を吸(す)い込(こ)むため、見(み)ることができません。,3.6
本庶さんと小野薬品工業は、この薬をつくる技術の特許を持っています。,本庶(ほんじょ)さんと小野薬品工業(おのやくひんこうぎょう)は、この薬(くすり)をつくる技術(ぎじゅつ)の特許(とっきょ)を持(も)っています。,3.5
今月５日にも、自分が話したことが原因で副大臣がやめたばかりでした。,今月(こんげつ)５日(いつか)にも、自分(じぶん)が話(はな)したことが原因(げんいん)で副(ふく)大臣(だいじん)がやめたばかりでした。,4.1
５月から元号が「令和」に変わります。,５月(がつ)から元号(げんごう)が「令和(れいわ)」に変(か)わります。,3.5
しかし、１０日に調べると、３１ありました。,しかし、１０日(とおか)に調(しら)べると、３１ありました。,4.0
工事には日本のお金で１億円ぐらいかかりました。,工事(こうじ)には日本(にっぽん)のお金(かね)で１億(おく)円(えん)ぐらいかかりました。,4.4
イギリスは、４月１２日までにＥＵから出ることになっていました。,イギリスは、４月(がつ)１２日(にち)までにＥＵから出(で)ることになっていました。,5.0
このためＥＵは１０日、会議を開きました。,このためＥＵは１０日(とおか)、会議(かいぎ)を開(ひら)きました。,4.2
会議では、このことに賛成するかどうか話しました。,会議(かいぎ)では、このことに賛成(さんせい)するかどうか話(はな)しました。,3.6
１度にたくさん買うように言われた人もいて、８００万円使った人もいました。,１度(ど)にたくさん買(か)うように言(い)われた人(ひと)もいて、８００万(まん)円(えん)使(つか)った人(ひと)もいました。,4.8
コンビニの店は日本に５万５０００あります。,コンビニの店(みせ)は日本(にっぽん)に５万(まん)５０００あります。,5.0
セブン－イレブンは、新しく作る店を前の年より４０％減らして８５０にします。,セブン－イレブンは、新(あたら)しく作(つく)る店(みせ)を前(まえ)の年(とし)より４０％減(へ)らして８５０にします。,4.3
ファミリーマートも、店を増やすのは１００だけにする計画です。,ファミリーマートも、店(みせ)を増(ふ)やすのは１００だけにする計画(けいかく)です。,3.8
免疫やＤＮＡを直す一部の遺伝子も変わっていました。,免疫(めんえき)やＤＮＡを直(なお)す一部(いちぶ)の遺伝子(いでんし)も変(か)わっていました。,2.8
今年は４月２７日から５月６日まで休みが１０日間続きます。,今年(ことし)は４月(がつ)２７日(にち)から５月(がつ)６日(むいか)まで休(やす)みが１０日(とおか)間(かん)続(つづ)きます。,4.8
ＪＲによると、新幹線の下りは４月２７日、上りは５月５日がいちばん混みそうです。,ＪＲによると、新幹線(しんかんせん)の下(くだ)りは４月(がつ)２７日(にち)、上(のぼ)りは５月(がつ)５日(いつか)がいちばん混(こ)みそうです。,4.1
ハラスメントは、相手が嫌だと思うことをしたり言ったりすることです。,ハラスメントは、相手(あいて)が嫌(いや)だと思(おも)うことをしたり言(い)ったりすることです。,3.6
２０１６年４月に熊本県で大きな地震が２回あって、２７３人が亡くなりました。,２０１６年(ねん)４月(がつ)に熊本県(くまもとけん)で大(おお)きな地震(じしん)が２回(かい)あって、２７３人(にん)が亡(な)くなりました。,3.8
１４日、ホテルなどで働きたい人が受ける試験が７つの場所でありました。,１４日(じゅうよっか)、ホテルなどで働(はたら)きたい人(ひと)が受(う)ける試験(しけん)が７つの場所(ばしょ)でありました。,4.1
５月２５日に結果の発表があります。,５月(がつ)２５日(にち)に結果(けっか)の発表(はっぴょう)があります。,3.8
成田空港では、飛行機をとめる場所で働く人が運転する車の事故が増えています。,成田空港(なりたくうこう)では、飛行機(ひこうき)をとめる場所(ばしょ)で働(はたら)く人(ひと)が運転(うんてん)する車(くるま)の事故(じこ)が増(ふ)えています。,3.8
多いのは車と車がぶつかる事故でした。,多(おお)いのは車(くるま)と車(くるま)がぶつかる事故(じこ)でした。,4.2
新潟県にある佐渡トキ保護センターは、トキを増やして自然に返しています。,新潟県(にいがたけん)にある佐渡(さど)トキ保護(ほご)センターは、トキを増(ふ)やして自然(しぜん)に返(かえ)しています。,2.5
先月１６日、トキが卵をうんで、センターの職員が卵の世話をしていました。,先月(せんげつ)１６日(にち)、トキが卵(たまご)をうんで、センターの職員(しょくいん)が卵(たまご)の世話(せわ)をしていました。,3.8
会社は、このベッドを使うときは赤ちゃんにベルトをするように言っていました。,会社(かいしゃ)は、このベッドを使(つか)うときは赤(あか)ちゃんにベルトをするように言(い)っていました。,4.6
クラゲは、サンゴやイソギンチャクと同じグループの生き物です。,クラゲは、サンゴやイソギンチャクと同(おな)じグループの生(い)き物(もの)です。,4.3
グループは、千葉県で家を買ったり山梨県で家を借りたりしていました。,グループは、千葉県(ちばけん)で家(いえ)を買(か)ったり山梨県(やまなしけん)で家(いえ)を借(か)りたりしていました。,3.9
警察はだまされた人がいないかどうか中国の警察に調べてもらうことにしています。,警察(けいさつ)はだまされた人(ひと)がいないかどうか中国(ちゅうごく)の警察(けいさつ)に調(しら)べてもらうことにしています。,3.5
